are_you_selfemployed,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_companyorganization,is_your_primary_role_within_your_company_related_to_techit,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employerprovided_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_concerns_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,if_a_mental_health_issue_prompted_you_to_request_a_medical_leave_from_work_asking_for_that_leave_would_be,do_you_think_that_discussing_a_mental_health_disorder_with_your_employer_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_your_employer_would_have_negative_consequences,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_coworkers,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_direct_supervisors,do_you_feel_that_your_employer_takes_mental_health_as_seriously_as_physical_health,have_you_heard_of_or_observed_negative_consequences_for_coworkers_who_have_been_open_about_mental_health_issues_in_your_workplace,do_you_have_medical_coverage_private_insurance_or_stateprovided_which_includes_treatment_of_mental_health_issues,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_disorder,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_clients_or_business_contacts,if_you_have_revealed_a_mental_health_issue_to_a_client_or_business_contact_do_you_believe_this_has_impacted_you_negatively,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_coworkers_or_employees,if_you_have_revealed_a_mental_health_issue_to_a_coworker_or_employee_do_you_believe_this_has_impacted_you_negatively,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,do_you_have_previous_employers,have_your_previous_employers_provided_mental_health_benefits,were_you_aware_of_the_options_for_mental_health_care_provided_by_your_previous_employers,did_your_previous_employers_ever_formally_discuss_mental_health_as_part_of_a_wellness_campaign_or_other_official_communication,did_your_previous_employers_provide_resources_to_learn_more_about_mental_health_issues_and_how_to_seek_help,was_your_anonymity_protected_if_you_chose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_with_previous_employers,do_you_think_that_discussing_a_mental_health_disorder_with_previous_employers_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_previous_employers_would_have_negative_consequences,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_previous_coworkers,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_direct_supervisors,did_you_feel_that_your_previous_employers_took_mental_health_as_seriously_as_physical_health,did_you_hear_of_or_observe_negative_consequences_for_coworkers_with_mental_health_issues_in_your_previous_workplaces,would_you_be_willing_to_bring_up_a_physical_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not,would_you_bring_up_a_mental_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not1,do_you_feel_that_being_identified_as_a_person_with_a_mental_health_issue_would_hurt_your_career,do_you_think_that_team_memberscoworkers_would_view_you_more_negatively_if_they_knew_you_suffered_from_a_mental_health_issue,how_willing_would_you_be_to_share_with_friends_and_family_that_you_have_a_mental_illness,have_you_observed_or_experienced_an_unsupportive_or_badly_handled_response_to_a_mental_health_issue_in_your_current_or_previous_workplace,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_disorder_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,do_you_have_a_family_history_of_mental_illness,have_you_had_a_mental_health_disorder_in_the_past,do_you_currently_have_a_mental_health_disorder,if_yes_what_conditions_have_you_been_diagnosed_with,if_maybe_what_conditions_do_you_believe_you_have,have_you_been_diagnosed_with_a_mental_health_condition_by_a_medical_professional,if_so_what_conditions_were_you_diagnosed_with,have_you_ever_sought_treatment_for_a_mental_health_issue_from_a_mental_health_professional,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_being_treated_effectively,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_not_being_treated_effectively,what_is_your_age,what_is_your_gender,what_country_do_you_live_in,what_us_state_or_territory_do_you_live_in,what_country_do_you_work_in,what_us_state_or_territory_do_you_work_in,which_of_the_following_best_describes_your_work_position,do_you_work_remotely,gender_cleaned,gender_female,gender_male,gender_not specified,gender_other,country_grouped,country_Australia,country_Canada,country_France,country_Germany,country_Ireland,country_Netherlands,country_Other,country_Sweden,country_Switzerland,country_United Kingdom,country_United States,age_group,PCA1,PCA2,cluster
0,6-25,1.0,,No,,0,0,I don't know,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,1.0,,0.0,,"No, I don't think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",0.0,0,,0.0,,,0,,0,Not applicable to me,Not applicable to me,26.0,male,Ireland,,Ireland,,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Never,male,False,True,False,False,Ireland,False,False,False,False,True,False,False,False,False,False,False,25-35,-2.5908758292642435,1.9120320136114615,1
0,100-500,1.0,,I don't know,0,0,0,I don't know,Very easy,0.0,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,0.0,Seems irrelevant and embarrassing,0.0,Seems irrelevant and embarrassing,"No, I don't think it would","No, I don't think they would",Somewhat not open,Maybe/Not sure,0.0,0,0.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,Not applicable to me,Sometimes,31.0,male,Germany,,Germany,,Back-end Developer,Never,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,25-35,-0.68890885271493,-1.0432364785990356,1
0,100-500,1.0,,Yes,1,I don't know,1,1,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,1.0,I would not want to work for an employer that reacted negatively to a physical health issue. I think it's a good test to ensure that they're the kind of employer I'd want to work for. ,1.0,I would not want to work for an employer that reacted negatively to a mental health issue. I think it's a good test to ensure that they're the kind of employer I'd want to work for. ,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,0.0,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,31.0,female,United States,Illinois,United States of America,Illinois,Other,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-3.5573323129644807,1.782209222945818,1
0,More than 1000,0.0,1.0,I don't know,0,0,0,I don't know,Somewhat difficult,,0.0,0.0,1.0,0,0.0,,,,,,,,,1,"No, none did","No, I only became aware later",None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers",I don't know,None did,None of them,,"I would worry that a potential employer might see a physical illness as a reason I might not be able to work, or to be available for work as much as this profession demands.",0.0,I think a potential employer would definitely see a mental health issue as a reason not to hire me.,"Yes, it has",Maybe,Somewhat not open,"Yes, I experienced",1.0,I don't know,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,45.0,female,United States,Texas,United States of America,Texas,DevOps/SysAdmin|Back-end Developer,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,1.950258787492346,0.397076821439254,2
0,More than 1000,1.0,,No,0,0,0,0,Somewhat easy,,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,0,,,,,,,,,,,,,"i would do it if it makes me unable to perform certain tasks (cannot be exposed to certain liquids, heavy things lifting, etc)",,employers may see it as a cost,"Yes, I think it would",Maybe,Somewhat open,,,I don't know,0.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Psychotic Disorder (Schizophrenia, Schizoaffective, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Stress Response Syndromes",0,,0,Not applicable to me,Not applicable to me,23.0,male,Italy,,Italy,,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Never,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,<25,-1.5775833693862615,-2.180685849691812,1
0,6-25,1.0,,I don't know,0,0,I don't know,I don't know,Neither easy nor difficult,,0.0,,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),Some did,Some did,Sometimes,None of them,None of them,Some of my previous employers,Some of my previous employers,"Yes, they all did",None of them,,Unsure,,Unsure,Maybe,"No, I don't think they would",Somewhat open,No,,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,39.0,male,United States,Rhode Island,United States of America,Rhode Island,Supervisor/Team Lead,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-2.230597250786181,-0.7036315469031441,1
0,26-100,1.0,,Yes,I am not sure,0,0,I don't know,Somewhat easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,,"I don't think I'd bring up any type of health issues in an interview unless they are not offering health care, which in that case - I did bring up a few issues of physical health in one interview.",,It depends on whether or not it would affect my job.,"No, I don't think it would","No, I don't think they would",Somewhat open,No,,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,27.0,female,United States,Illinois,United States of America,Illinois,Other,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.952267383322282,1.0359177308813026,1
0,100-500,1.0,,Yes,I am not sure,0,0,I don't know,Very easy,,0.0,1.0,1.0,I don't know,0.0,,,,,,,,,1,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",Some of my previous employers,I don't know,None of them,,,0.0,Could compromise my ability to get hired or look like a compelling candidate,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,28.0,male,United States,Illinois,United States of America,Illinois,Back-end Developer|Front-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.0500379898275618,2.467690398041763,2
0,500-1000,1.0,,I don't know,0,0,I don't know,I don't know,I don't know,,0.0,,,0,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,No,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,0.0,Many organizations look for any reason to reject a candidate during the interview process.,0.0,Many organizations look for any reason to reject a candidate during the interview process.,Maybe,"Yes, I think they would",Neutral,No,,0,0.0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,Not applicable to me,Often,36.0,male,United States,Pennsylvania,United States of America,Pennsylvania,Dev Evangelist/Advocate|DevOps/SysAdmin,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.539034077676777,-0.9314068940515716,1
0,100-500,1.0,,I don't know,0,0,0,I don't know,Somewhat difficult,,0.0,,0.0,0,0.0,,,,,,,,,0,,,,,,,,,,,,,"It would depend on the specific issue.
If it impacts my work I would mention it. Otherwise I would not.",0.0,It should not have an impact on my interview process.,"Yes, I think it would",Maybe,Neutral,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,22.0,male,Germany,,Germany,,Back-end Developer,Never,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,<25,-2.187403926351008,-1.9338122165243248,1
0,1-5,1.0,,Yes,I am not sure,0,I don't know,0,Neither easy nor difficult,0.0,0.0,,1.0,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,Fear of being disqualified for the job,0.0,Too great a stigma. Would likely be rejected for another candidate. ,"Yes, it has",Maybe,Somewhat open,"Yes, I observed",,I don't know,,0.0,,,0,,1,Sometimes,Sometimes,51.0,male,United States,California,United States of America,California,Support|Back-end Developer|Front-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,-0.9513059627752269,0.933294351779124,1
1,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,No,Yes,1-25%,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,1.0,"If the issue affected my work, I would want the employer to know about it at the time of hiring, to avoid conflict later.",1.0,"If the issue affected my work, I would want the employer to know about it at the time of hiring, to avoid conflict later.",Maybe,Maybe,Somewhat open,No,,0,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",0,,0,Not applicable to me,Rarely,39.0,male,Denmark,,Denmark,,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,35-45,-1.4770786517292311,0.8563750938839894,1
1,,,,,,,,,,,,,,,,1.0,I know some,"No, because it doesn't matter",,"No, because it doesn't matter",Yes,Yes,1-25%,1,Some did,I was aware of some,None did,None did,Sometimes,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,,"If it does not affect my work, it is none of their business.",0.0,"If it does not affect my work, it is none of their business.",Maybe,Maybe,Not open at all,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Post-traumatic Stress Disorder",,0,,1,Not applicable to me,Sometimes,36.0,male,United States,Oregon,United States of America,Oregon,One-person shop|Front-end Developer|Back-end Developer|Supervisor/Team Lead|Executive Leadership,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.0112981922037336,0.3155478954807676,2
0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,I am not sure,0,0,I don't know,Somewhat difficult,0.0,0.0,1.0,1.0,I don't know,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,None of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,0.0,"I feel like bringing up a physical health issue would be a mark against me getting the job. If they had the choice between myself and another candidate that didn't mention a health issue, I feel they would take the other candidate.",0.0,"I feel like bringing up a mental health issue would be a mark against me getting the job. If they had the choice between myself and another candidate that didn't mention a health issue, I feel they would take the other candidate.",Maybe,"No, I don't think they would",Somewhat open,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Addictive Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,28.0,male,United States,Kansas,United States of America,Kansas,DevOps/SysAdmin|Support,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.1945291459167955,2.0993597356206,2
0,100-500,1.0,,I don't know,0,0,1,1,I don't know,1.0,,0.0,0.0,I don't know,0.0,,,,,,,,,1,"Yes, they all did","No, I only became aware later",None did,Some did,I don't know,I don't know,"Yes, all of them",Some of my previous employers,Some of my previous employers,I don't know,Some of them,,I would bring it up if it were relevant to my performance.,0.0,,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,40.0,male,United States,Illinois,United States of America,Illinois,Dev Evangelist/Advocate|Back-end Developer|Designer|Front-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.2614807055751789,-3.0107155288229985,1
0,26-100,1.0,,Yes,1,1,1,1,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,None did,None did,I don't know,I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",Some did,None of them,,"I have some vision issues that require me to use basic assistive technology (zooming screen, mainly) and depending on what we would be doing in an interview, my needing to see something bigger or closer may come up.",0.0,I worry that it would be viewed as a very severe weakness.,Maybe,Maybe,Very open,Maybe/Not sure,0.0,I don't know,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Sometimes,Often,35.0,female,United States,Minnesota,United States of America,Minnesota,Supervisor/Team Lead|Back-end Developer,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,0.864382123233393,2.934702921895509,2
0,100-500,1.0,,Yes,1,0,0,I don't know,Somewhat difficult,1.0,0.0,0.0,0.0,0,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),Some did,Some did,I don't know,"Yes, all of them",None of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,,"Depends on the nature of the physical health issue, whether it was chronic and the impact on the work. In almost all cases, I would not discuss it because just increases the chance of discrimination.",0.0,Discrimination.,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,38.0,male,United States,California,United States of America,California,Supervisor/Team Lead,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,2.566386099374319,-1.302747551697863,0
0,100-500,1.0,,Yes,I am not sure,0,0,I don't know,I don't know,1.0,,0.0,,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,"Yes, all of them",0.0,Judgement,0.0,Judgement,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",1.0,1,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",0,,1,Sometimes,Often,29.0,male,United States,Michigan,United States of America,California,Back-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.1999879181357107,-1.892194168888875,0
1,,,,,,,,,,,,,,,,1.0,"No, I don't know any",Not applicable to me,,Not applicable to me,Not applicable to me,No,,1,Some did,I was aware of some,None did,None did,I don't know,I don't know,None of them,Some of my previous employers,I don't know,I don't know,None of them,,Will only bring it up if it was relevant,,Only when it was relevant,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,0.0,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,43.0,male,Netherlands,,Netherlands,,Designer,Sometimes,male,False,True,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,35-45,-2.142891094586661,-0.4601452164699455,1
0,500-1000,1.0,,Yes,0,0,I don't know,I don't know,Somewhat easy,,,1.0,1.0,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,None did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,0.0,"I have this idea that ""signs of weakness"" will always be a disadvantage in an interview",0.0,same as above,"Yes, I think it would",Maybe,Very open,"Yes, I observed",,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,31.0,female,United States,Oregon,United States of America,Oregon,Back-end Developer,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.427351026190593,1.7803849262369096,2
0,100-500,1.0,,No,0,0,0,I don't know,Somewhat difficult,1.0,0.0,,,0,0.0,,,,,,,,,1,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,0.0,"Unless applying for something that required specific physical skills, I don't believe physical health should be a factor in an interview.",0.0,A perception/assumption of automatic and immediate disqualification. ,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,45.0,male,United States,Vermont,United States of America,Vermont,Other,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,-1.5304438539586553,-1.964700924415042,1
0,100-500,1.0,,I don't know,I am not sure,0,I don't know,I don't know,Somewhat easy,0.0,0.0,,,0,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,0.0,"I barely know these people, probably, and I'd rather not give them any reasons to turn me down. I don't see an upside.",0.0,"I barely know these people, probably, and I'd rather not give them any reasons to turn me down. I don't see an upside.","No, it has not","No, they do not",Somewhat open,No,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,Not applicable to me,Sometimes,26.0,male,United States,Texas,United States of America,Texas,Other|Dev Evangelist/Advocate|Sales|Back-end Developer|Front-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-1.1916077586376892,-0.24437365441590544,1
